Date,USGG10YR Index  (L3),CWB US Equity  (R1),SPX Index  (R1),I10529 Index  (R1),VIX Index  (R1)
16-08-2017,2.222,40.0256,2468.1101,181.6838,11.74
17-08-2017,2.1853,39.8106,2430.01,181.8107,15.55
18-08-2017,2.1939,39.9221,2425.55,181.7911,14.26
21-08-2017,2.1817,39.938,2428.3701,181.9107,13.19
22-08-2017,2.2131,40.3043,2452.51,181.7562,11.35
23-08-2017,2.166,40.3202,2444.04,181.9717,12.25
24-08-2017,2.1939,40.3043,2438.97,181.8306,12.23
25-08-2017,2.1659,40.1769,2443.05,181.951,11.28
28-08-2017,2.1571,40.161,2444.24,182.1263,11.32
29-08-2017,2.1292,40.1769,2446.3,182.2715,11.7
30-08-2017,2.1309,40.4237,2457.5901,182.1892,11.22
31-08-2017,2.117,40.6228,2471.6499,182.3221,10.59
01-09-2017,2.1657,40.6722,2476.55,182.1759,10.13
04-09-2017,2.1657,40.6722,2476.55,182.1759,10.13
05-09-2017,2.0596,40.4404,2457.8501,182.746,12.23
06-09-2017,2.1046,40.3844,2465.54,182.5031,11.63
07-09-2017,2.0387,40.5683,2465.1001,182.7716,11.55
08-09-2017,2.0507,40.4244,2461.4299,182.735,12.12
11-09-2017,2.1306,40.872,2488.1101,182.4454,10.73
12-09-2017,2.1672,40.936,2496.48,182.2497,10.58
13-09-2017,2.1883,40.9999,2498.3701,182.1564,10.5
14-09-2017,2.1847,40.936,2495.6201,182.0834,10.44
15-09-2017,2.2023,40.9999,2500.23,182.024,10.17
18-09-2017,2.2287,41.1039,2503.8701,182.0002,10.15
19-09-2017,2.2446,41.0479,2506.6499,182.0241,10.18
20-09-2017,2.2676,40.952,2508.24,181.8043,9.78
21-09-2017,2.2765,40.7601,2500.6001,181.7986,9.67
22-09-2017,2.2499,40.8401,2502.22,181.9198,9.59
25-09-2017,2.2198,40.4963,2496.6599,182.1988,10.21
26-09-2017,2.2357,40.4564,2496.8401,182.1808,10.17
27-09-2017,2.3103,40.6642,2507.04,181.9629,9.87
28-09-2017,2.3085,40.6242,2510.0601,182.1876,9.55
29-09-2017,2.3336,40.8241,2519.3601,182.1125,9.51
30-09-2017,2.3336,40.8241,2519.3601,182.1125,9.51
02-10-2017,2.3408,40.9519,2529.1201,182.138,9.45
03-10-2017,2.3229,41.1844,2534.5801,182.2924,9.51
04-10-2017,2.3229,41.2405,2537.74,182.3398,9.63
05-10-2017,2.348,41.3527,2552.0701,182.2467,9.19
06-10-2017,2.3589,41.3207,2549.3301,182.159,9.65
09-10-2017,2.3589,41.3607,2544.73,182.159,10.33
10-10-2017,2.3607,41.3367,2550.6399,182.3898,10.08
11-10-2017,2.3481,41.4249,2555.24,182.3615,9.85
12-10-2017,2.3177,41.2405,2550.9299,182.4468,9.91
13-10-2017,2.273,41.2966,2553.1699,182.6808,9.61
16-10-2017,2.3034,41.2726,2557.6399,182.4279,9.91
17-10-2017,2.2998,41.1443,2559.3601,182.4354,10.31
18-10-2017,2.3465,41.2405,2561.26,182.3133,10.07
19-10-2017,2.3178,41.1764,2562.1001,182.3989,10.05
20-10-2017,2.3845,41.2485,2575.21,182.24,9.97
23-10-2017,2.3664,41.0882,2564.98,182.4081,11.07
24-10-2017,2.4189,41.1523,2569.1299,182.3301,11.16
25-10-2017,2.4317,40.8558,2557.1499,182.1623,11.23
26-10-2017,2.4609,40.8638,2560.3999,182.1287,11.3
27-10-2017,2.4064,41.1123,2581.0701,182.2511,9.8
30-10-2017,2.3684,41.2405,2572.8301,182.5588,10.5
31-10-2017,2.3793,41.513,2575.26,182.4928,10.18
01-11-2017,2.3721,41.5715,2579.3601,182.404,10.2
02-11-2017,2.345,41.451,2579.8501,182.4648,9.93
03-11-2017,2.3325,41.443,2587.8401,182.4144,9.14
06-11-2017,2.3163,41.7803,2591.1299,182.5198,9.4
07-11-2017,2.3145,41.6036,2590.6399,182.472,9.89
08-11-2017,2.3343,41.6197,2594.3799,182.2787,9.78
09-11-2017,2.3416,41.5233,2584.6201,182.1783,10.5
10-11-2017,2.3984,41.5474,2582.3,181.8294,11.29
13-11-2017,2.4055,41.5635,2584.8401,181.7317,11.5
14-11-2017,2.3717,41.4189,2578.8701,181.7191,11.59
15-11-2017,2.3222,41.3145,2564.6201,181.7617,13.13
16-11-2017,2.3753,41.5956,2585.6399,181.6564,11.76
17-11-2017,2.3435,41.7,2578.8501,181.693,11.43
20-11-2017,2.3666,41.8124,2582.1399,181.5869,10.65
21-11-2017,2.3559,42.0934,2599.03,181.5716,9.73
22-11-2017,2.3187,42.0453,2597.0801,181.998,9.88
23-11-2017,2.3187,42.0453,2597.0801,181.998,9.88
24-11-2017,2.3418,42.1416,2602.4199,181.9068,9.67
27-11-2017,2.3277,41.9088,2601.4199,182.0807,9.87
28-11-2017,2.3277,41.9489,2627.04,182.0551,10.03
29-11-2017,2.3882,41.4671,2626.0701,181.9548,10.7
30-11-2017,2.4097,41.4751,2647.5801,181.7039,11.28
01-12-2017,2.3615,41.3953,2642.22,181.8817,11.43
04-12-2017,2.3723,40.9606,2639.4399,181.7492,11.68
05-12-2017,2.3509,40.8076,2629.5701,181.7396,11.33
06-12-2017,2.3385,40.9042,2629.27,181.9474,11.02
07-12-2017,2.3634,41.0491,2636.98,181.7746,10.16
08-12-2017,2.376,41.1779,2651.5,181.8265,9.58
11-12-2017,2.3886,41.4114,2659.99,181.8212,9.34
12-12-2017,2.4011,41.2262,2664.1101,181.7556,9.92
13-12-2017,2.3422,41.347,2662.8501,182.1577,10.18
14-12-2017,2.3493,41.1699,2652.01,182.0701,10.49
15-12-2017,2.353,41.4195,2675.8101,181.9124,9.42
18-12-2017,2.3942,41.5724,2690.1599,181.9116,9.53
19-12-2017,2.4644,41.4912,2681.47,181.6395,10.03
20-12-2017,2.497,41.5648,2679.25,181.5429,9.72
21-12-2017,2.4826,41.5566,2684.5701,181.5541,9.62
22-12-2017,2.481,41.5484,2683.3401,181.5252,9.9
25-12-2017,2.481,41.5484,2683.3401,181.5252,9.9
26-12-2017,2.4756,41.385,2680.5,181.6814,10.25
27-12-2017,2.4107,41.4912,2682.6201,181.94,10.47
28-12-2017,2.4305,41.4667,2687.54,181.8664,10.18
29-12-2017,2.4054,41.336,2673.6101,182.0222,11.04
31-12-2017,2.4054,41.336,2673.6101,182.0222,11.04
01-01-2018,2.4054,41.336,2673.6101,182.0222,11.04
02-01-2018,2.4633,41.9324,2695.8101,181.8011,9.77
03-01-2018,2.4471,42.0386,2713.0601,181.8654,9.15
04-01-2018,2.4525,42.1856,2723.99,181.7622,9.22
05-01-2018,2.4763,42.447,2743.1499,181.7214,9.22
08-01-2018,2.48,42.5451,2747.71,181.7891,9.52
09-01-2018,2.553,42.4715,2751.29,181.6902,10.08
10-01-2018,2.5568,42.3163,2748.23,181.7269,9.82
11-01-2018,2.5367,42.5124,2767.5601,181.8362,9.88
12-01-2018,2.5462,42.6268,2786.24,181.6405,10.16
15-01-2018,2.5462,42.6268,2786.24,181.6405,10.16
16-01-2018,2.5371,42.496,2776.4199,181.6849,11.66
17-01-2018,2.5904,42.6758,2802.5601,181.4444,11.91
18-01-2018,2.6256,42.8473,2798.03,181.3798,12.22
19-01-2018,2.6592,43.0189,2810.3,181.2194,11.27
22-01-2018,2.65,43.1986,2832.97,181.1324,11.03
23-01-2018,2.6131,43.4845,2839.1299,181.3817,11.1
24-01-2018,2.6465,43.46,2837.54,181.2825,11.47
25-01-2018,2.617,43.4028,2839.25,181.4251,11.58
26-01-2018,2.6599,43.8685,2872.8701,181.1681,11.08
29-01-2018,2.6936,43.6561,2853.53,181.1452,13.84
30-01-2018,2.7199,43.2231,2822.4299,181.0894,14.79
31-01-2018,2.705,43.4192,2823.8101,180.9914,13.54
01-02-2018,2.7896,43.0607,2821.98,180.8406,13.47
02-02-2018,2.8411,42.398,2762.1299,180.6811,17.31
05-02-2018,2.7056,41.5307,2648.9399,181.1465,37.32
06-02-2018,2.8016,41.9889,2695.1399,181.0706,29.98
07-02-2018,2.8359,41.7435,2681.6599,180.7697,27.73
08-02-2018,2.824,40.6389,2581,180.6884,33.46
09-02-2018,2.8512,40.8189,2619.55,180.8037,29.06
12-02-2018,2.8585,41.1298,2656,180.5339,25.61
13-02-2018,2.8294,41.2935,2662.9399,180.3717,24.97
14-02-2018,2.9022,41.8171,2698.6299,179.8221,19.26
15-02-2018,2.9095,42.1525,2731.2,179.9274,19.13
16-02-2018,2.8749,42.128,2732.22,180.0351,19.46
19-02-2018,2.8749,42.128,2732.22,180.0351,19.46
20-02-2018,2.8896,42.2671,2716.26,179.9287,20.6
21-02-2018,2.95,42.1525,2701.3301,179.7962,20.02
22-02-2018,2.9207,42.1362,2703.96,179.9753,18.72
23-02-2018,2.866,42.6189,2747.3,180.137,16.49
26-02-2018,2.8623,42.8562,2779.6001,180.2784,15.8
27-02-2018,2.8934,42.5289,2744.28,179.9049,18.59
28-02-2018,2.8606,42.3816,2713.8301,179.9997,19.85
01-03-2018,2.8078,42.0019,2677.6699,180.3279,22.47
02-03-2018,2.8643,42.33,2691.25,179.9925,19.59
05-03-2018,2.8808,42.7484,2720.9399,179.9329,18.73
06-03-2018,2.8863,43.1258,2728.1201,179.9505,18.36
07-03-2018,2.8827,43.2981,2726.8,179.8982,17.76
08-03-2018,2.8571,43.3719,2738.97,179.9632,16.54
09-03-2018,2.8938,43.7164,2786.5701,179.8214,14.64
12-03-2018,2.8681,43.9625,2783.02,179.902,15.78
13-03-2018,2.8426,43.6508,2765.3101,179.8701,16.35
14-03-2018,2.817,43.6508,2749.48,179.9396,17.23
15-03-2018,2.828,43.8313,2747.3301,179.7963,16.59
16-03-2018,2.8445,43.8641,2752.01,179.6809,15.8
19-03-2018,2.8555,43.4949,2712.9199,179.7035,19.02
20-03-2018,2.8959,43.659,2716.9399,179.4427,18.2
21-03-2018,2.883,43.7164,2711.9299,179.3389,17.86
22-03-2018,2.8244,42.9207,2643.6899,179.5568,23.34
23-03-2018,2.8135,42.2234,2588.26,179.5889,24.87
26-03-2018,2.852,43.1504,2658.55,179.4499,21.03
27-03-2018,2.7753,42.3054,2612.6201,179.7763,22.5
28-03-2018,2.7807,41.9609,2605,179.793,22.87
29-03-2018,2.7389,42.3793,2640.8701,180.0181,19.97
30-03-2018,2.7389,42.3793,2640.8701,180.0181,19.97
31-03-2018,2.7389,42.3793,2640.8701,180.0181,19.97
02-04-2018,2.7298,41.602,2581.8799,180.1476,23.62
03-04-2018,2.7753,41.7911,2614.45,179.8759,21.1
04-04-2018,2.8027,42.0708,2644.6899,179.9191,20.06
05-04-2018,2.832,42.26,2662.8401,179.8454,18.94
06-04-2018,2.7735,41.676,2604.47,180.2,21.49
09-04-2018,2.779,41.7665,2613.1599,180.2292,21.77
10-04-2018,2.8009,42.3669,2656.8701,180.1466,20.47
11-04-2018,2.7808,42.3669,2642.1899,180.1904,20.24
12-04-2018,2.8358,42.5807,2663.99,179.9662,18.49
13-04-2018,2.8267,42.3998,2656.3,179.9679,17.41
16-04-2018,2.8267,42.4903,2677.8401,180.007,16.56
17-04-2018,2.8285,42.992,2706.3899,180.0422,15.25
18-04-2018,2.8728,43.2223,2708.6399,179.7387,15.6
19-04-2018,2.9098,42.8439,2693.1299,179.5538,15.96
20-04-2018,2.9602,42.6383,2670.1399,179.3983,16.88
23-04-2018,2.9752,42.5232,2670.29,179.2921,16.34
24-04-2018,2.9995,42.1201,2634.5601,179.3498,18.02
25-04-2018,3.0259,42.0214,2639.3999,179.2004,17.84
26-04-2018,2.9809,42.4409,2666.9399,179.3079,16.24
27-04-2018,2.9568,42.4491,2669.9099,179.4096,15.41
30-04-2018,2.9531,42.3093,2648.05,179.5156,15.93
01-05-2018,2.9644,42.409,2654.8,179.3005,15.49
02-05-2018,2.9663,42.4255,2635.6699,179.4026,15.97
03-05-2018,2.9458,42.4914,2629.73,179.5108,15.9
04-05-2018,2.9497,42.9116,2663.4199,179.4957,14.77
07-05-2018,2.9497,43.3154,2672.6299,179.5315,14.75
08-05-2018,2.976,43.3318,2671.9199,179.3903,14.71
09-05-2018,3.0042,43.5625,2697.79,179.245,13.42
10-05-2018,2.9622,43.7108,2723.0701,179.3298,13.23
11-05-2018,2.9695,43.6285,2727.72,179.3479,12.65
14-05-2018,3.0024,43.7108,2730.1299,179.3444,12.93
15-05-2018,3.0723,43.5625,2711.45,178.9061,14.63
16-05-2018,3.0964,43.7603,2722.46,178.8707,13.42
17-05-2018,3.1112,43.5955,2720.1299,178.9241,13.43
18-05-2018,3.0559,43.5461,2712.97,179.1663,13.42
21-05-2018,3.0596,43.785,2733.01,179.185,13.08
22-05-2018,3.0597,43.6532,2724.4399,179.2008,13.22
23-05-2018,2.9935,43.7603,2733.29,179.5986,12.58
24-05-2018,2.977,43.8921,2727.76,179.7203,12.53
25-05-2018,2.9313,43.958,2721.3301,179.9766,13.22
28-05-2018,2.9313,43.958,2721.3301,179.9766,13.22
29-05-2018,2.781,43.818,2689.8601,181.0529,17.02
30-05-2018,2.855,44.1063,2724.01,180.4088,14.94
31-05-2018,2.8586,43.9168,2705.27,180.3988,15.43
01-06-2018,2.9022,44.3665,2734.6201,179.9743,13.46
04-06-2018,2.9424,44.5069,2746.8701,179.7989,12.74
05-06-2018,2.9277,44.6472,2748.8,179.9289,12.4
06-06-2018,2.9717,44.8123,2772.3501,179.6514,11.64
07-06-2018,2.9204,44.5729,2770.3701,179.8458,12.13
08-06-2018,2.9461,44.6554,2779.03,179.8216,12.18
11-06-2018,2.9516,44.804,2782,179.7466,12.35
12-06-2018,2.9608,45.0929,2786.8501,179.756,12.34
13-06-2018,2.9663,44.9609,2775.6299,179.5714,12.94
14-06-2018,2.9351,45.2498,2782.49,179.7139,12.12
15-06-2018,2.9205,45.2332,2779.6599,179.7775,11.98
18-06-2018,2.9169,45.225,2773.75,179.82,12.31
19-06-2018,2.8967,45.0847,2762.5901,179.9184,13.35
20-06-2018,2.9389,45.3405,2767.3201,179.7526,12.79
21-06-2018,2.8967,44.9278,2749.76,179.8159,14.64
22-06-2018,2.8949,44.7958,2754.8799,179.7514,13.77
25-06-2018,2.8803,44.0034,2717.0701,179.9319,17.33
26-06-2018,2.8766,44.0199,2723.0601,179.9114,15.92
27-06-2018,2.8256,43.5329,2699.6299,180.2123,17.91
28-06-2018,2.8365,43.797,2716.3101,180.0693,16.85
29-06-2018,2.8601,43.764,2718.3701,180.0928,16.09
30-06-2018,2.8601,43.764,2718.3701,180.0928,16.09
02-07-2018,2.8711,43.835,2726.71,179.9639,15.6
03-07-2018,2.8309,43.6943,2713.22,180.1311,16.14
04-07-2018,2.8309,43.6943,2713.22,180.1311,16.14
05-07-2018,2.8291,44.0583,2736.6101,180.1682,14.97
06-07-2018,2.8217,44.4802,2759.8201,180.312,13.37
09-07-2018,2.8564,44.6291,2784.1699,180.2676,12.69
10-07-2018,2.8491,44.6043,2793.8401,180.2196,12.64
11-07-2018,2.8491,44.2651,2774.02,180.4048,13.63
12-07-2018,2.8454,44.6705,2798.29,180.3951,12.58
13-07-2018,2.8271,44.5877,2801.3101,180.6093,12.18
16-07-2018,2.8582,44.4223,2798.4299,180.5618,12.83
17-07-2018,2.86,44.6456,2809.55,180.5083,12.06
18-07-2018,2.8692,44.6291,2815.6201,180.5254,12.1
19-07-2018,2.838,44.4637,2804.49,180.7054,12.87
20-07-2018,2.8931,44.3727,2801.8301,180.6353,12.86
23-07-2018,2.9541,44.3478,2806.98,180.3723,12.62
24-07-2018,2.9486,44.1245,2820.3999,180.5218,12.41
25-07-2018,2.9746,44.5547,2846.0701,180.5994,12.29
26-07-2018,2.9764,44.687,2837.4399,180.4769,12.14
27-07-2018,2.9542,44.2568,2818.8201,180.5939,13.03
30-07-2018,2.9728,43.8101,2802.6001,180.6615,14.26
31-07-2018,2.9598,43.9921,2816.29,180.7302,12.83
01-08-2018,3.0064,44.0019,2813.3601,180.6541,13.15
02-08-2018,2.9859,44.2422,2827.22,180.8248,12.19
03-08-2018,2.9488,44.1759,2840.3501,181.1063,11.64
06-08-2018,2.9395,44.3002,2850.3999,181.2531,11.27
07-08-2018,2.973,44.5653,2858.45,181.1016,10.93
08-08-2018,2.96,44.4576,2857.7,181.1048,10.85
09-08-2018,2.9258,44.4659,2853.5801,181.2299,11.27
10-08-2018,2.8732,44.1759,2833.28,181.5806,13.16
13-08-2018,2.8786,44.0102,2821.9299,181.5508,14.78
14-08-2018,2.8985,43.9273,2839.96,181.4553,13.31
15-08-2018,2.8623,43.5545,2818.3701,181.7058,14.64
16-08-2018,2.8659,43.6871,2840.6899,181.6216,13.45
17-08-2018,2.8605,43.7865,2850.1299,181.6339,12.64
20-08-2018,2.819,43.9025,2857.05,181.9957,12.49
21-08-2018,2.8298,44.1759,2862.96,181.8787,12.86
22-08-2018,2.8189,44.3664,2861.8201,181.9851,12.25
23-08-2018,2.8261,44.3167,2856.98,181.9646,12.41
24-08-2018,2.8098,44.6399,2874.6899,181.9163,11.99
27-08-2018,2.8459,45.021,2896.74,181.884,12.16
28-08-2018,2.8804,45.0044,2897.52,181.7145,12.5
29-08-2018,2.884,45.1204,2914.04,181.6465,12.25
30-08-2018,2.855,44.9381,2901.1299,181.7787,13.53
31-08-2018,2.8604,45.0293,2901.52,181.8715,12.86
03-09-2018,2.8604,45.0293,2901.52,181.8715,12.86
04-09-2018,2.8985,44.9714,2896.72,181.6932,13.16
05-09-2018,2.9022,44.4321,2888.6001,181.7099,13.91
06-09-2018,2.8731,44.1583,2878.05,181.915,14.65
07-09-2018,2.9388,44.1251,2871.6799,181.494,14.88
10-09-2018,2.9314,44.1749,2877.1299,181.5473,14.16
11-09-2018,2.9755,44.2661,2887.8899,181.3562,13.22
12-09-2018,2.9626,44.5067,2888.9199,181.4732,13.14
13-09-2018,2.97,44.7142,2904.1799,181.5165,12.37
14-09-2018,2.9959,44.8884,2904.98,181.3741,12.07
17-09-2018,2.9867,44.3408,2888.8,181.4549,13.68
18-09-2018,3.0551,44.4736,2904.3101,181.3028,12.79
19-09-2018,3.0626,44.5482,2907.95,181.2189,11.75
20-09-2018,3.0626,44.8055,2930.75,181.2729,11.8
21-09-2018,3.0628,44.6893,2929.6699,181.3687,11.68
24-09-2018,3.0889,44.6644,2919.3701,181.3521,12.2
25-09-2018,3.0964,44.7225,2915.5601,181.2538,12.42
26-09-2018,3.048,44.6229,2905.97,181.4672,12.89
27-09-2018,3.0518,44.764,2914,181.5188,12.41
28-09-2018,3.0612,44.7557,2913.98,181.6463,12.12
30-09-2018,3.0612,44.7557,2913.98,181.6463,12.12
01-10-2018,3.0836,44.6126,2924.5901,181.6217,12
02-10-2018,3.0631,44.4213,2923.4299,181.7623,12.05
03-10-2018,3.1813,44.4296,2925.51,181.3103,11.61
04-10-2018,3.187,43.8141,2901.6101,181.1082,14.22
05-10-2018,3.2328,43.5064,2885.5701,181.0242,14.82
08-10-2018,3.2328,43.1238,2884.4299,181.0242,15.69
09-10-2018,3.2063,42.9907,2880.3401,181.134,15.95
10-10-2018,3.1629,42.0177,2785.6799,181.0583,22.96
11-10-2018,3.1498,41.8846,2728.3701,181.4125,24.98
12-10-2018,3.1613,42.4169,2767.1299,181.3479,21.31
15-10-2018,3.1557,42.3088,2750.79,181.2415,21.3
16-10-2018,3.1633,43.0989,2809.9199,181.2594,17.62
17-10-2018,3.205,42.9991,2809.21,181.1047,17.4
18-10-2018,3.1786,42.4917,2768.78,181.188,20.06
19-10-2018,3.1921,42.1258,2767.78,180.9756,19.89
22-10-2018,3.1978,42.3088,2755.8799,181.0363,19.64
23-10-2018,3.1676,42.1674,2740.6899,181.1405,20.71
24-10-2018,3.1035,41.1943,2656.1001,181.3758,25.23
25-10-2018,3.1167,41.5935,2705.5701,181.3024,24.22
26-10-2018,3.0755,41.1776,2658.6899,181.6184,24.16
29-10-2018,3.0849,40.9032,2641.25,181.5705,24.7
30-10-2018,3.1227,41.3273,2682.6299,181.3924,23.35
31-10-2018,3.1435,41.7848,2711.74,181.1551,21.23
01-11-2018,3.1303,42.5694,2740.3701,181.2501,19.34
02-11-2018,3.2121,42.4861,2723.0601,180.9292,19.51
05-11-2018,3.2008,42.3445,2738.3101,181.0581,19.96
06-11-2018,3.2276,42.5777,2755.45,180.9893,19.91
07-11-2018,3.2355,43.1441,2813.8899,181.0311,16.36
08-11-2018,3.2373,42.9608,2806.8301,180.8724,16.72
09-11-2018,3.1819,42.5694,2781.01,181.0806,17.36
12-11-2018,3.1819,41.9697,2726.22,181.0806,20.45
13-11-2018,3.1397,42.0196,2722.1799,181.3051,20.02
14-11-2018,3.125,42.0863,2701.5801,181.2963,21.25
15-11-2018,3.1103,42.561,2730.2,181.0116,19.98
16-11-2018,3.0628,42.4944,2736.27,181.3009,18.14
19-11-2018,3.0628,41.7115,2690.73,181.3332,20.1
20-11-2018,3.0628,41.27,2641.8899,181.0616,22.48
21-11-2018,3.0627,41.6115,2649.9299,180.9822,20.8
22-11-2018,3.0627,41.6115,2649.9299,180.9822,20.8
23-11-2018,3.039,41.6365,2632.5601,181.0629,21.52
26-11-2018,3.0535,42.1529,2673.45,180.966,18.9
27-11-2018,3.0572,42.1279,2682.1699,180.9293,19.02
28-11-2018,3.059,42.6776,2743.79,181.0053,18.49
29-11-2018,3.0298,42.5694,2737.76,180.926,18.79
30-11-2018,2.9879,42.8525,2760.1699,180.8616,18.07
03-12-2018,2.9697,43.3763,2790.3701,181.0007,16.44
04-12-2018,2.9136,42.5753,2700.0601,181.0543,20.74
05-12-2018,2.9136,42.5753,2700.0601,181.0543,20.74
06-12-2018,2.8955,42.5419,2695.95,180.9594,21.19
07-12-2018,2.845,41.9246,2633.0801,181.3215,23.23
10-12-2018,2.8575,41.983,2637.72,181.1783,22.64
11-12-2018,2.879,42.0414,2636.78,181.0608,21.76
12-12-2018,2.9096,42.2499,2651.0701,181.074,21.46
13-12-2018,2.9131,42.1498,2650.54,181.3071,20.65
14-12-2018,2.8895,41.7744,2599.95,181.4887,21.63
17-12-2018,2.857,41.0569,2545.9399,181.7217,24.52
18-12-2018,2.8175,40.9317,2546.1599,181.942,25.58
19-12-2018,2.7548,40.4839,2506.96,182.1036,25.58
20-12-2018,2.8065,40.0943,2467.4199,181.7089,28.38
21-12-2018,2.7902,39.4363,2416.6201,181.656,30.11
24-12-2018,2.7383,39.0727,2351.1001,181.9675,36.07
25-12-2018,2.7383,39.0727,2351.1001,181.9675,36.07
26-12-2018,2.8079,40.1289,2467.7,181.66,30.41
27-12-2018,2.7666,40.5272,2488.8301,181.9937,29.96
28-12-2018,2.7182,40.38,2485.74,182.0992,28.34
31-12-2018,2.6842,40.5099,2506.8501,182.4168,25.42
01-01-2019,2.6842,40.5099,2506.8501,182.4168,25.42
02-01-2019,2.6204,40.4925,2510.03,182.4431,23.22
03-01-2019,2.5535,39.7739,2447.8899,183.0663,25.45
04-01-2019,2.6677,40.7523,2531.9399,182.4059,21.38
07-01-2019,2.696,41.3237,2549.6899,182.3281,21.4
08-01-2019,2.728,41.6613,2574.4099,182.1538,20.47
09-01-2019,2.71,42.0163,2584.96,182.4993,19.98
10-01-2019,2.7421,42.1981,2596.6399,182.6434,19.5
11-01-2019,2.7007,42.2847,2596.26,182.9461,18.19
14-01-2019,2.7024,41.947,2582.6101,182.972,19.07
15-01-2019,2.7112,42.2674,2610.3,183.085,18.6
16-01-2019,2.7218,42.2328,2616.1001,183.1345,19.04
17-01-2019,2.7504,42.5444,2635.96,183.1601,18.06
18-01-2019,2.7842,42.8128,2670.71,183.1369,17.8
21-01-2019,2.7842,42.8128,2670.71,183.1369,17.8
22-01-2019,2.7392,42.2674,2632.8999,183.6147,20.8
23-01-2019,2.7409,42.276,2638.7,183.6963,19.52
24-01-2019,2.7157,42.683,2642.3301,184.0595,18.89
25-01-2019,2.7585,42.9946,2664.76,184.0111,17.42
28-01-2019,2.744,42.7869,2643.8501,184.1163,18.87
29-01-2019,2.7098,42.605,2640,184.4112,19.13
30-01-2019,2.6775,43.3669,2681.05,184.803,17.66
31-01-2019,2.6293,43.7479,2704.1001,185.3701,16.57
01-02-2019,2.6842,43.9051,2706.53,185.1307,16.14
04-02-2019,2.7235,44.0265,2724.8701,185.1071,15.73
05-02-2019,2.6983,44.2346,2737.7,185.3902,15.57
06-02-2019,2.6946,44.3993,2731.6101,185.4848,15.38
07-02-2019,2.6572,44.0179,2706.05,185.6804,16.37
08-02-2019,2.6339,44.1306,2707.8799,185.764,15.72
11-02-2019,2.6536,44.2086,2709.8,185.6747,15.97
12-02-2019,2.6877,44.5641,2744.73,185.6419,15.43
13-02-2019,2.7021,44.5814,2753.03,185.5365,15.65
14-02-2019,2.6536,44.5641,2745.73,185.8467,16.22
15-02-2019,2.6626,44.7288,2775.6001,185.8181,14.91
18-02-2019,2.6626,44.7288,2775.6001,185.8181,14.91
19-02-2019,2.6339,44.7982,2779.76,186.0507,14.88
20-02-2019,2.6447,44.7635,2784.7,186.0769,14.02
21-02-2019,2.6914,44.6334,2774.8799,185.9287,14.46
22-02-2019,2.6518,45.145,2792.6699,186.2433,13.51
25-02-2019,2.6626,45.4051,2796.1101,186.3016,14.85
26-02-2019,2.6357,45.275,2793.8999,186.5736,15.17
27-02-2019,2.6825,45.5004,2792.3799,186.4344,14.7
28-02-2019,2.715,45.2924,2784.49,186.5329,14.78
01-03-2019,2.7531,45.5605,2803.6899,186.3852,13.57
04-03-2019,2.7223,45.3608,2792.8101,186.6283,14.63
05-03-2019,2.7169,45.2653,2789.6499,186.6517,14.74
06-03-2019,2.6934,44.9179,2771.45,186.8492,15.74
07-03-2019,2.6393,44.5878,2748.9299,187.2338,16.59
08-03-2019,2.6285,44.5792,2743.0701,187.2188,16.05
11-03-2019,2.6393,45.1003,2783.3,187.2508,14.33
12-03-2019,2.6015,45.2218,2791.52,187.5375,13.77
13-03-2019,2.6213,45.2913,2810.9199,187.6186,13.41
14-03-2019,2.6303,45.2739,2808.48,187.6072,13.5
15-03-2019,2.5871,45.4042,2822.48,187.8642,12.88
18-03-2019,2.6033,45.4129,2832.9399,187.9196,13.1
19-03-2019,2.6123,45.5171,2832.5701,187.9171,13.56
20-03-2019,2.5263,45.4476,2824.23,188.4541,13.91
21-03-2019,2.5369,45.8819,2854.8799,188.511,13.63
22-03-2019,2.439,45.161,2800.71,189.0759,16.48
25-03-2019,2.3983,45.1089,2798.3601,189.4988,16.33
26-03-2019,2.423,45.161,2818.46,189.5757,14.68
27-03-2019,2.3665,44.8571,2805.3701,189.8015,15.15
28-03-2019,2.3946,44.9874,2815.4399,189.6626,14.43
29-03-2019,2.405,45.3782,2834.3999,189.4554,13.71
31-03-2019,2.405,45.3782,2834.3999,189.4554,13.71
01-04-2019,2.5009,45.6777,2867.1899,189.0684,13.4
02-04-2019,2.4741,45.7038,2867.24,189.2403,13.36
03-04-2019,2.5241,45.8605,2873.3999,189.1436,13.74
04-04-2019,2.5151,45.8344,2879.3899,189.1974,13.58
05-04-2019,2.4954,46.1217,2892.74,189.3074,12.82
08-04-2019,2.5222,46.1913,2895.77,189.332,13.18
09-04-2019,2.5006,46.0259,2878.2,189.5152,14.28
10-04-2019,2.4649,46.2696,2888.21,189.7484,13.3
11-04-2019,2.497,46.2348,2888.3201,189.6882,13.02
12-04-2019,2.5651,46.3654,2907.4099,189.4691,12.01
15-04-2019,2.5543,46.1565,2905.5801,189.5873,12.32
16-04-2019,2.5904,46.1913,2907.0601,189.4218,12.18
17-04-2019,2.594,46.0433,2900.45,189.4542,12.6
18-04-2019,2.5596,46.0085,2905.03,189.6132,12.09
19-04-2019,2.5596,46.0085,2905.03,189.6132,12.09
22-04-2019,2.5885,46.052,2907.97,189.535,12.42
23-04-2019,2.565,46.3219,2933.6799,189.7644,12.28
